time, language, total, test, comment
1684411004 +0200, Dart, 286, 106, 17
1684411033 +0200, Dart, 286, 106, 17
1684411309 +0200, Dart, 286, 106, 17
1684411450 +0200, Dart, 286, 106, 17
1684411496 +0200, Dart, 286, 106, 17
1684411506 +0200, Dart, 286, 106, 17
1684411886 +0200, Dart, 286, 106, 17
1684415479 +0200, Dart, 286, 106, 17
1684415957 +0200, Dart, 286, 106, 17
1684419738 +0200, Dart, 282, 106, 17
1684420719 +0200, Dart, 282, 106, 17
1684494052 +0200, Dart, 282, 106, 17
1684498454 +0200, Dart, 334, 120, 17
1684519712 +0200, Dart, 334, 120, 17
1684571472 +0200, Dart, 114, 111, 12
1684573698 +0200, Dart, 114, 111, 12
1684575033 +0200, Dart, 114, 111, 12
1684586699 +0200, Dart, 114, 111, 12
1684588083 +0200, Dart, 239, 129, 17
1684588985 +0200, Dart, 239, 129, 17
1684681929 +0200, Dart, 239, 129, 17
1684851761 +0200, Dart, 239, 129, 17
1685028553 +0200, Dart, 239, 129, 17
1685178134 +0200, Dart, 289, 129, 18
1685179755 +0200, Dart, 269, 129, 18
1685183701 +0200, Dart, 269, 129, 18
1685184529 +0200, Dart, 269, 129, 18
1685204140 +0200, Dart, 269, 129, 18
1685204417 +0200, Dart, 354, 129, 18
1685204875 +0200, Dart, 354, 129, 18
1685269792 +0200, Dart, 354, 129, 18
1685338775 +0200, Dart, 354, 129, 18
1685341444 +0200, Dart, 285, 129, 18
1685346453 +0200, Dart, 342, 129, 18
1685365718 +0200, Dart, 284, 129, 12
1685370344 +0200, Dart, 312, 22, 12
1685371570 +0200, Dart, 253, 22, 12
1685385036 +0200, Dart, 253, 22, 12
1685450868 +0200, Dart, 253, 22, 12
1685551517 +0200, Dart, 35, 22, 12
1685789016 +0200, Dart, 35, 22, 12
1685789712 +0200, Dart, 287, 118, 11
1685794633 +0200, Dart, 0, 118, 11
1685877860 +0200, Dart, 0, 118, 11
1685878126 +0200, Dart, 436, 288, 14
1685878958 +0200, Dart, 436, 288, 14
1685944728 +0200, Dart, 440, 288, 14
1686030578 +0200, Dart, 440, 288, 14
1686923808 +0200, Dart, 382, 292, 22
1686924071 +0200, Dart, 382, 292, 22
1686925690 +0200, Dart, 0, 282, 22
1687511670 +0200, Dart, 0, 282, 22
1687511682 +0200, Dart, 0, 282, 22
1687512224 +0200, Dart, 522, 373, 18
1687513815 +0200, Dart, 524, 373, 18
1687514791 +0200, Dart, 524, 373, 18
1687515321 +0200, Dart, 524, 373, 18
1687515898 +0200, Dart, 524, 373, 18
1687516000 +0200, Dart, 524, 373, 18
1687516056 +0200, Dart, 524, 373, 18
1687537448 -0700, Dart, 524, 373, 18
1687755608 -0700, Dart, 524, 373, 18
1687767054 -0700, Dart, 476, 390, 16
1687779581 -0700, Dart, 569, 390, 16
1687849042 +0200, Dart, 573, 390, 16
1689004576 +0200, Dart, 573, 390, 16
1689021111 +0200, Dart, 574, 390, 16
1689021489 +0200, Dart, 574, 390, 16
1689022457 +0200, Dart, 574, 390, 16
1689027327 +0200, Dart, 574, 390, 16
1689065057 +0200, Dart, 544, 390, 16
1689089258 +0200, Dart, 547, 390, 16
1689089922 +0200, Dart, 549, 390, 16
1689112016 +0200, Dart, 549, 390, 16
1689114053 +0200, Dart, 549, 390, 16
1689114215 +0200, Dart, 532, 368, 12
1689161614 +0200, Dart, 532, 368, 12
1689168486 +0200, Dart, 557, 368, 12
1689184951 +0200, Dart, 557, 368, 12
1689269291 +0200, Dart, 557, 368, 12
1689270595 +0200, Dart, 600, 376, 4
1689270595 +0200, Dart, 600, 376, 4
1689270656 +0200, Dart, 600, 376, 4
1689270699 +0200, Dart, 600, 376, 4
1689270699 +0200, Dart, 600, 376, 4
1689270699 +0200, Dart, 600, 376, 4
1689270699 +0200, Dart, 600, 376, 4
1689270699 +0200, Dart, 600, 376, 4
1689270699 +0200, Dart, 600, 376, 4
1689270699 +0200, Dart, 600, 376, 4
1689270699 +0200, Dart, 600, 376, 4
1689270699 +0200, Dart, 600, 376, 4
1689271085 +0200, Dart, 600, 376, 4
1689281540 +0200, Dart, 600, 376, 4
1689339061 +0200, Dart, 600, 376, 4
1689675538 +0200, Dart, 600, 376, 4
1689675748 +0200, Dart, 600, 376, 4
1689675814 +0200, Dart, 600, 376, 4
1689684362 +0200, Dart, 600, 376, 4
1689688098 +0200, Dart, 301, 314, 1
1689862959 +0200, Dart, 315, 314, 3
1689863313 +0200, Dart, 541, 323, 3
1689868106 +0200, Dart, 540, 323, 3
1689868480 +0200, Dart, 541, 323, 4
1690027571 +0200, Dart, 541, 323, 4
1690027608 +0200, Dart, 541, 323, 4
1690459395 +0200, Dart, 541, 323, 4
1690480697 +0200, Dart, 415, 323, 7
1690481216 +0200, Dart, 227, 323, 7
1690481948 +0200, Dart, 227, 323, 7
1690482206 +0200, Dart, 227, 323, 7
1690533209 +0200, Dart, 227, 323, 7
1690533243 +0200, Dart, 227, 323, 7
1690549635 +0200, Dart, 0, 323, 0
1690615905 +0200, Dart, 0, 323, 0
1690615994 +0200, Dart, 0, 323, 0
1691597664 +0200, Dart, 0, 323, 0
1691598639 +0200, Dart, 621, 315, 19
1691683799 +0200, Dart, 618, 315, 19
1691687959 +0200, Dart, 621, 315, 20
1691827198 +0200, Dart, 621, 315, 20
1691827403 +0200, Dart, 621, 315, 20
1691827782 +0200, Dart, 621, 315, 20
1692375278 +0200, Dart, 621, 315, 20
1692514430 +0200, Dart, 634, 315, 23
1692724223 +0200, Dart, 631, 315, 24
1692810106 +0200, Dart, 613, 317, 23
1692810436 +0200, Dart, 623, 317, 26
1692890042 +0200, Dart, 623, 317, 26
1692890315 +0200, Dart, 623, 317, 26
1692891049 +0200, Dart, 623, 317, 26
1692891068 +0200, Dart, 623, 317, 26
1692891276 +0200, Dart, 623, 317, 26
1693113599 +0200, Dart, 623, 317, 26
1693242342 +0200, Dart, 518, 169, 10
1693412944 +0200, Dart, 304, 169, 12
1694264243 +0200, Dart, 304, 169, 12
1694534126 +0200, Dart, 326, 309, 18
1694538236 +0200, Dart, 326, 309, 18
1694538256 +0200, Dart, 326, 309, 18
1694538287 +0200, Dart, 326, 309, 18
1694620704 +0200, Dart, 326, 309, 18
1694943920 +0200, Dart, 314, 309, 18
1694944893 +0200, Dart, 587, 309, 29
1694945229 +0200, Dart, 588, 309, 29
1694946198 +0200, Dart, 588, 309, 29
1694946623 +0200, Dart, 588, 309, 29
1694947752 +0200, Dart, 588, 309, 29
1694947974 +0200, Dart, 588, 309, 29
1694948533 +0200, Dart, 588, 309, 29
1695563815 +0200, Dart, 588, 309, 29
1695571953 +0200, Dart, 661, 309, 28
1695572176 +0200, Dart, 684, 309, 29
1695572479 +0200, Dart, 684, 309, 29
1696141806 +0200, Dart, 684, 309, 29
1696144395 +0200, Dart, 684, 309, 29
1696144892 +0200, Dart, 647, 309, 30
1696148957 +0200, Dart, 646, 307, 21
1696152248 +0200, Dart, 715, 307, 21
1696161775 +0200, Dart, 715, 307, 21
1696163551 +0200, Dart, 385, 299, 18
1696165124 +0200, Dart, 385, 299, 18
1696165294 +0200, Dart, 385, 299, 18
1696165473 +0200, Dart, 385, 299, 18
1696165860 +0200, Dart, 385, 299, 18
1696241144 +0200, Dart, 385, 299, 18
1696677332 +0200, Dart, 301, 299, 2
1696694839 +0200, Dart, 330, 219, 22
1696705683 +0200, Dart, 187, 219, 29
1696791944 +0200, Dart, 146, 219, 29
1696864487 +0200, Dart, 372, 219, 41
1696865691 +0200, Dart, 277, 219, 9
1696866207 +0200, Dart, 277, 219, 9
1696866272 +0200, Dart, 277, 219, 9
1696866677 +0200, Dart, 277, 219, 9
1696866726 +0200, Dart, 277, 219, 9
1696873677 +0200, Dart, 277, 219, 9
1696873787 +0200, Dart, 276, 219, 9
1696971727 +0200, Dart, 276, 219, 9
1697037769 +0200, Dart, 384, 260, 25
1697116900 +0200, Dart, 384, 260, 25
1697117037 +0200, Dart, 362, 264, 28
1697730936 +0200, Dart, 332, 264, 48
1697733394 +0200, Dart, 360, 264, 63
1697808512 +0200, Dart, 360, 264, 63
1698864106 +0100, Dart, 34, 32, 2
1699032020 +0100, Dart, 114, 0, 2
1699034618 +0100, Dart, 232, 0, 0
1699090499 +0100, Dart, 240, 0, 0
1699102371 +0100, Dart, 0, 0, 0
1699103647 +0100, Dart, 0, 0, 0
1699378766 +0100, Dart, 0, 0, 0
1699453616 +0100, Dart, 344, 260, 19
1699976483 +0100, Dart, 164, 145, 20
1699977489 +0100, Dart, 310, 310, 15
1699977498 +0100, Dart, 310, 310, 15
1700068961 +0100, Dart, 310, 310, 15
1700069869 +0100, Dart, 284, 0, 13
1700070694 +0100, Dart, 284, 0, 13
1700150821 +0100, Dart, 284, 0, 13
1700232651 +0100, Dart, 284, 0, 13
1700240412 +0100, Dart, 153, 0, 8
1700849693 +0100, Dart, 153, 0, 8
1702146308 +0100, Dart, 0, 0, 4
1703337775 +0100, Dart, 0, 0, 4
1703337876 +0100, Dart, 482, 577, 28
1703338185 +0100, Dart, 482, 577, 28
1703338391 +0100, Dart, 482, 577, 28
1703338612 +0100, Dart, 482, 577, 28
1703339031 +0100, Dart, 482, 577, 28
1703340516 +0100, Dart, 482, 577, 28
1703342084 +0100, Dart, 482, 577, 28
1703419295 +0100, Dart, 482, 577, 28
1703419349 +0100, Dart, 482, 577, 28
1703419357 +0100, Dart, 482, 577, 28
1703420019 +0100, Dart, 482, 577, 28
1703420742 +0100, Dart, 482, 577, 28
1703516497 +0100, Dart, 482, 577, 28
1703516524 +0100, Dart, 482, 577, 28
1703516591 +0100, Dart, 482, 577, 28
1703519017 +0100, Dart, 482, 577, 28
1703585730 +0100, Dart, 310, 344, 2
1703593229 +0100, Dart, 385, 7, 9
1704027889 +0100, Dart, 0, 7, 0
1704028338 +0100, Dart, 0, 7, 0
1704028679 +0100, Dart, 0, 7, 0
1704028922 +0100, Dart, 0, 7, 0
1704029925 +0100, Dart, 0, 7, 0
1704032189 +0100, Dart, 0, 7, 0
1704362107 +0100, Dart, 0, 7, 0
1704363110 +0100, Dart, 316, 478, 66
1704365343 +0100, Dart, 338, 478, 28
1704382600 +0100, Dart, 353, 478, 28
1704382739 +0100, Dart, 406, 478, 56
1704383516 +0100, Dart, 406, 478, 56
1704383552 +0100, Dart, 406, 478, 56
1704383948 +0100, Dart, 406, 478, 56
1705072208 +0100, Dart, 406, 478, 56
1705072565 +0100, Dart, 584, 478, 65
1705072565 +0100, Dart, 581, 478, 65
1705072565 +0100, Dart, 580, 478, 65
1705072565 +0100, Dart, 580, 478, 65
1705072565 +0100, Dart, 577, 478, 66
1705072565 +0100, Dart, 569, 478, 61
1705072565 +0100, Dart, 463, 478, 59
1705072565 +0100, Dart, 466, 478, 58
1705072565 +0100, Dart, 431, 478, 58
1705072565 +0100, Dart, 406, 478, 55
1705073490 +0100, Dart, 584, 478, 65
1705074110 +0100, Dart, 593, 486, 66
1705141031 +0100, Dart, 397, 183, 33
1705141031 +0100, Dart, 474, 482, 66
1705141031 +0100, Dart, 593, 486, 66
1705141031 +0100, Dart, 593, 486, 66
1705160809 +0100, Dart, 363, 183, 26
1705160809 +0100, Dart, 359, 183, 26
1705161215 +0100, Dart, 427, 243, 30
1705161215 +0100, Dart, 427, 243, 30
1705161666 +0100, Dart, 427, 243, 30
1705161744 +0100, Dart, 427, 243, 30
1705162097 +0100, Dart, 427, 243, 30
1705336905 +0100, Dart, 427, 243, 30
1705521024 +0100, Dart, 310, 284, 10
1705865717 +0100, Dart, 3, 284, 0
1705866151 +0100, Dart, 455, 482, 41
1705866213 +0100, Dart, 455, 482, 41
1705866364 +0100, Dart, 455, 482, 41
1706984424 +0100, Dart, 587, 590, 47
1706984424 +0100, Dart, 588, 590, 47
1706984424 +0100, Dart, 561, 559, 48
1706984424 +0100, Dart, 561, 559, 48
1706984424 +0100, Dart, 521, 518, 49
1706984424 +0100, Dart, 485, 482, 47
1706984424 +0100, Dart, 455, 482, 41
1707242415 +0100, Dart, 587, 590, 47
1707242702 +0100, Dart, 588, 590, 47
1707242702 +0100, Dart, 588, 590, 47
1707242702 +0100, Dart, 588, 590, 47
1707242702 +0100, Dart, 588, 590, 47
1707242702 +0100, Dart, 588, 590, 47
1707244622 +0100, Dart, 588, 590, 47
1707244892 +0100, Dart, 590, 590, 47
1707245788 +0100, Dart, 591, 590, 1
1707245788 +0100, Dart, 590, 590, 34
1707246187 +0100, Dart, 311, 379, 0
1707246187 +0100, Dart, 311, 379, 0
1707246187 +0100, Dart, 311, 379, 0
1707246426 +0100, Dart, 311, 379, 0
1708118964 +0100, Dart, 311, 379, 0
1708118964 +0100, Dart, 311, 379, 0
1708275715 +0100, Dart, 311, 379, 0
1709831540 +0100, Dart, 204, 386, 17
1709831540 +0100, Dart, 377, 379, 28
1709831540 +0100, Dart, 269, 379, 25
1709831540 +0100, Dart, 256, 379, 26
1709831540 +0100, Dart, 254, 379, 27
1709831540 +0100, Dart, 179, 379, 22
1709831540 +0100, Dart, 172, 379, 22
1709831540 +0100, Dart, 94, 379, 4
1709831540 +0100, Dart, 107, 379, 5
1709831540 +0100, Dart, 311, 379, 0
1709832898 +0100, Dart, 196, 386, 16
1710523225 +0100, Dart, 650, 651, 71
1710523225 +0100, Dart, 610, 611, 71
1710523225 +0100, Dart, 654, 611, 96
1710523225 +0100, Dart, 656, 611, 95
1710523225 +0100, Dart, 587, 558, 95
1710523225 +0100, Dart, 583, 558, 93
1710523225 +0100, Dart, 551, 558, 87
1710523225 +0100, Dart, 498, 505, 87
1710523225 +0100, Dart, 487, 505, 78
1710523225 +0100, Dart, 487, 505, 78
1710523225 +0100, Dart, 426, 505, 48
1710523225 +0100, Dart, 412, 505, 47
1710523225 +0100, Dart, 341, 442, 49
1710523225 +0100, Dart, 281, 386, 47
1710523225 +0100, Dart, 248, 386, 45
1710523225 +0100, Dart, 119, 386, 41
1710523225 +0100, Dart, 195, 386, 35
1710523225 +0100, Dart, 140, 386, 15
1710524278 +0100, Dart, 612, 611, 70
1710524278 +0100, Dart, 630, 629, 70
1710524278 +0100, Dart, 652, 651, 70
1710524844 +0100, Dart, 609, 609, 70
1710524844 +0100, Dart, 609, 609, 70
1710524844 +0100, Dart, 609, 609, 70
1710524844 +0100, Dart, 609, 609, 70
1710524844 +0100, Dart, 609, 609, 70
1710524844 +0100, Dart, 609, 609, 70
1710524844 +0100, Dart, 609, 609, 70
1710524844 +0100, Dart, 609, 609, 70
1710524844 +0100, Dart, 609, 609, 70
1710524844 +0100, Dart, 609, 609, 70
1710524844 +0100, Dart, 609, 609, 70
1710525620 +0100, Dart, 609, 609, 70
1710525651 +0100, Dart, 612, 611, 70
1710525651 +0100, Dart, 612, 611, 70
1710525651 +0100, Dart, 612, 611, 70
1710525651 +0100, Dart, 612, 611, 70
1710525651 +0100, Dart, 612, 611, 70
1710525809 +0100, Dart, 612, 611, 70
1710528540 +0100, Dart, 612, 611, 70
1710577039 +0100, Dart, 612, 611, 70
1711146962 +0100, Dart, 83, 537, 3
1711146962 +0100, Dart, 74, 537, 3
1711146962 +0100, Dart, 73, 537, 1
1711146962 +0100, Dart, 73, 537, 1
1711804696 +0100, Dart, 0, 537, 0
1711804706 +0100, Dart, 273, 1409, 40
1711804706 +0100, Dart, 305, 1424, 41
1711804706 +0100, Dart, 294, 1412, 42
1711804706 +0100, Dart, 271, 1388, 43
1711804706 +0100, Dart, 209, 1376, 29
1711804706 +0100, Dart, 207, 1375, 31
1711804706 +0100, Dart, 189, 1360, 28
1711804706 +0100, Dart, 23, 1272, 25
1711804706 +0100, Dart, 134, 1257, 22
1711804706 +0100, Dart, 133, 1257, 31
1711804706 +0100, Dart, 0, 1121, 18
1711804706 +0100, Dart, 0, 1045, 23
1711804706 +0100, Dart, 76, 1045, 12
1711804706 +0100, Dart, 40, 1045, 5
1711804706 +0100, Dart, 43, 951, 7
1711804706 +0100, Dart, 27, 903, 4
1711804706 +0100, Dart, 26, 896, 14
1711804706 +0100, Dart, 20, 889, 12
1711804706 +0100, Dart, 63, 874, 11
1711804706 +0100, Dart, 0, 811, 5
1711804706 +0100, Dart, 26, 672, 3
1711804706 +0100, Dart, 0, 647, 0
1711804706 +0100, Dart, 18, 647, 12
1711804706 +0100, Dart, 0, 647, 0
1711804706 +0100, Dart, 0, 629, 0
1711804706 +0100, Dart, 0, 608, 0
1711804706 +0100, Dart, 0, 583, 0
1711804706 +0100, Dart, 0, 542, 0
1711804707 +0100, Dart, 401, 1489, 68
1711804707 +0100, Dart, 401, 1489, 68
1711804707 +0100, Dart, 377, 1489, 44
1711804707 +0100, Dart, 382, 1489, 46
1711804707 +0100, Dart, 290, 1425, 37
1711804707 +0100, Dart, 273, 1409, 40
1711805376 +0100, Dart, 483, 1498, 80
1712046421 +0200, Dart, 483, 1498, 80
1712175492 +0200, Dart, 612, 1560, 89
1712175492 +0200, Dart, 515, 1498, 88
1714559065 +0200, Dart, 612, 1560, 89
1714562715 +0200, Dart, 512, 1560, 89
1714563430 +0200, Dart, 521, 1560, 90
1714563430 +0200, Dart, 521, 1560, 90
1714563430 +0200, Dart, 521, 1560, 90
1714563430 +0200, Dart, 521, 1560, 90
1714563430 +0200, Dart, 521, 1560, 90
1714563430 +0200, Dart, 521, 1560, 90
1714563430 +0200, Dart, 521, 1560, 90
1714564313 +0200, Dart, 521, 1560, 90
1714565255 +0200, Dart, 521, 1560, 90
1714905717 +0200, Dart, 521, 1560, 90
1714905782 +0200, Dart, 521, 1560, 90
1714907059 +0200, Dart, 521, 1560, 90
1715156803 +0200, Dart, 521, 1560, 90
1715156928 +0200, Dart, 521, 1560, 90
1715185934 +0200, Dart, 521, 1560, 90
1718270982 +0200, Dart, 270, 1685, 44
1718270982 +0200, Dart, 270, 1685, 44
1718270982 +0200, Dart, 270, 1685, 44
1718270982 +0200, Dart, 108, 1546, 21
1718270982 +0200, Dart, 593, 1617, 66
1718270982 +0200, Dart, 591, 1617, 80
1718270982 +0200, Dart, 557, 1617, 60
1718270982 +0200, Dart, 657, 1617, 102
1718270982 +0200, Dart, 579, 1617, 91
1718270982 +0200, Dart, 579, 1617, 91
1718270982 +0200, Dart, 579, 1617, 91
1718270982 +0200, Dart, 579, 1617, 91
1718270982 +0200, Dart, 521, 1560, 90
1718712457 +0200, Dart, 270, 1702, 44
1718712457 +0200, Dart, 265, 1702, 44
1718712457 +0200, Dart, 247, 1685, 43
1718712457 +0200, Dart, 262, 1685, 44
1718712457 +0200, Dart, 269, 1685, 45
1718712457 +0200, Dart, 269, 1685, 45
1718712457 +0200, Dart, 269, 1685, 45
1719144876 +0200, Dart, 0, 1702, 0
1719563072 +0200, Dart, 2031, 2340, 58
1719563723 +0200, Dart, 2642, 2612, 102
1719569037 +0200, Dart, 2642, 2612, 102
1719569037 +0200, Dart, 2642, 2612, 102
1719570008 +0200, Dart, 2642, 2612, 102
1719570008 +0200, Dart, 2642, 2612, 102
1719570008 +0200, Dart, 2642, 2612, 102
1719570008 +0200, Dart, 2642, 2612, 102
1719570008 +0200, Dart, 2642, 2612, 102
1719570008 +0200, Dart, 2642, 2612, 102
1719570008 +0200, Dart, 2642, 2612, 102
1719570008 +0200, Dart, 2642, 2612, 102
1719609873 +0200, Dart, 2643, 2612, 102
1719852102 +0200, Dart, 670, 288, 85
1719852102 +0200, Dart, 670, 288, 85
1719852102 +0200, Dart, 2619, 2612, 85
1719852102 +0200, Dart, 2643, 2612, 102
1719852102 +0200, Dart, 2643, 2612, 102
1719906680 +0200, Dart, 670, 288, 85
1719908313 +0200, Dart, 670, 288, 85
1719909396 +0200, Dart, 428, 288, 68
1720098887 +0200, Dart, 428, 288, 68
1720186508 +0200, Dart, 434, 288, 68
1720188772 +0200, Dart, 269, 288, 37
1720188772 +0200, Dart, 246, 288, 37
1720188772 +0200, Dart, 443, 288, 68
1720190021 +0200, Dart, 275, 288, 19
1720190311 +0200, Dart, 275, 288, 19
1722338990 +0200, Dart, 275, 288, 19
1722341107 +0200, Dart, 275, 288, 19
1722341107 +0200, Dart, 275, 288, 19
1722344202 +0200, Dart, 299, 304, 19
1722344202 +0200, Dart, 298, 304, 19
1722345154 +0200, Dart, 357, 347, 34
1722432995 +0200, Dart, 357, 347, 34
1722442380 +0200, Dart, 337, 315, 27
1722442380 +0200, Dart, 334, 315, 27
1722443278 +0200, Dart, 430, 404, 9
1722480861 +0200, Dart, 425, 346, 65
1722482559 +0200, Dart, 438, 351, 71
1722490738 +0200, Dart, 449, 367, 71
1722490738 +0200, Dart, 449, 367, 71
1722490738 +0200, Dart, 449, 367, 71
1722490738 +0200, Dart, 449, 367, 71
1722490738 +0200, Dart, 449, 367, 71
1722490738 +0200, Dart, 449, 367, 71
1722490738 +0200, Dart, 449, 367, 71
1722490738 +0200, Dart, 449, 367, 71
1722490738 +0200, Dart, 449, 367, 71
1722490893 +0200, Dart, 450, 367, 71
1722491794 +0200, Dart, 450, 367, 71
1722493224 +0200, Dart, 450, 367, 71
1722495251 +0200, Dart, 450, 367, 71
1722755950 +0200, Dart, 449, 367, 71
1722756287 +0200, Dart, 449, 367, 71
1722756666 +0200, Dart, 449, 367, 71
1723016262 +0200, Dart, 445, 164, 68
1723016262 +0200, Dart, 376, 367, 67
1723016262 +0200, Dart, 378, 367, 67
1723016262 +0200, Dart, 382, 367, 68
1723016262 +0200, Dart, 365, 367, 67
1723016262 +0200, Dart, 364, 367, 67
1723016262 +0200, Dart, 360, 367, 67
1723016262 +0200, Dart, 345, 367, 62
1723146766 +0200, Dart, 445, 164, 68
1723193300 +0200, Dart, 449, 164, 68
1723194456 +0200, Dart, 454, 164, 68
1723195618 +0200, Dart, 0, 156, 36
1723377413 +0200, Dart, 0, 156, 36
1723444775 +0200, Dart, 255, 164, 50
1723444902 +0200, Dart, 255, 164, 50
1723446811 +0200, Dart, 255, 164, 50
1724326584 +0200, Dart, 401, 287, 74
1724326584 +0200, Dart, 687, 287, 89
1724326584 +0200, Dart, 703, 287, 91
1724326584 +0200, Dart, 664, 253, 90
1724326584 +0200, Dart, 628, 253, 87
1724326584 +0200, Dart, 636, 253, 94
1724326584 +0200, Dart, 646, 253, 98
1724326584 +0200, Dart, 636, 253, 99
1724326584 +0200, Dart, 602, 253, 87
1724326584 +0200, Dart, 569, 253, 86
1724326584 +0200, Dart, 522, 252, 78
1724326584 +0200, Dart, 460, 252, 69
1724326584 +0200, Dart, 460, 252, 69
1724326584 +0200, Dart, 454, 252, 70
1724326584 +0200, Dart, 452, 252, 71
1724326584 +0200, Dart, 440, 252, 70
1724326584 +0200, Dart, 282, 164, 65
1724326584 +0200, Dart, 266, 164, 61
1724326584 +0200, Dart, 71, 164, 50
1724401069 +0200, Dart, 352, 351, 76
1724401069 +0200, Dart, 299, 287, 76
1724401069 +0200, Dart, 367, 287, 75
1724401069 +0200, Dart, 377, 287, 75
1724401069 +0200, Dart, 392, 287, 75
1724492582 +0200, Dart, 135, 6, 76
1724492651 +0200, Dart, 135, 6, 76
1724579630 +0200, Dart, 135, 6, 76
1724583043 +0200, Dart, 298, 75, 87
1724933030 +0200, Dart, 298, 75, 87
1725209310 +0200, Dart, 381, 156, 87
1725258181 +0200, Dart, 271, 179, 45
1725265760 +0200, Dart, 110, 179, 45
1725266833 +0200, Dart, 110, 179, 45
1725267718 +0200, Dart, 110, 179, 45
1725267758 +0200, Dart, 110, 179, 45
1725295853 +0200, Dart, 110, 179, 45
1725298180 +0200, Dart, 110, 179, 45
1725390465 +0200, Dart, 133, 202, 45
1725390584 +0200, Dart, 133, 202, 45
1725391259 +0200, Dart, 133, 202, 45
1725461697 +0200, Dart, 133, 202, 45
1725464728 +0200, Dart, 98, 202, 45
1725469644 +0200, Dart, 34, 202, 45
1725553151 +0200, Dart, 0, 202, 45
1725561852 +0200, Dart, 0, 202, 45
1725563894 +0200, Dart, 0, 202, 45
1725635831 +0200, Dart, 0, 202, 45
1725807452 +0200, Dart, 253, 367, 59
1725909573 +0200, Dart, 259, 367, 59
1726085084 +0200, Dart, 547, 588, 59
1726163401 +0200, Dart, 521, 561, 63
1726813087 +0200, Dart, 520, 561, 63
1726814064 +0200, Dart, 510, 561, 62
1726823723 +0200, Dart, 510, 561, 62
1726828750 +0200, Dart, 510, 561, 62
1727027953 +0200, Dart, 510, 561, 62
1727098766 +0200, Dart, 587, 628, 62
1727195927 +0200, Dart, 587, 628, 62
1727282558 +0200, Dart, 459, 368, 55
1728298138 +0200, Dart, 354, 368, 55
1728299475 +0200, Dart, 354, 368, 55
1728300123 +0200, Dart, 354, 368, 55
1728403478 +0200, Dart, 354, 368, 55
1728404874 +0200, Dart, 354, 368, 55
1728465035 +0200, Dart, 354, 368, 35
1730664656 +0100, Dart, 354, 368, 35
1730664677 +0100, Dart, 432, 445, 36
1730710526 +0100, Dart, 370, 470, 33
1730800991 +0100, Dart, 426, 514, 36
1730970026 +0100, Dart, 327, 547, 19
1731013278 +0100, Dart, 327, 547, 19
1731013298 +0100, Dart, 328, 547, 19
1731061610 +0100, Dart, 328, 547, 19
1731062824 +0100, Dart, 0, 553, 0
1731063212 +0100, Dart, 0, 553, 0
1731083570 +0100, Dart, 0, 553, 0
1731246950 +0100, Dart, 0, 553, 0
1731354174 +0100, Dart, 0, 553, 0
1731356215 +0100, Dart, 439, 630, 52
